"","X","ID","Person","Name","Description","Year","Address","pl_latitude","pl_longitude","Material","Is_sculptor","what_did","BirthDate","DeathDate","Gender","Wiki","Pl_Period","Pl_y"
"772",772,2805526063,"Тургеневу Н.И.",NA,"Здесь, на квартире декабриста Николая Ивановича Тургенева,в 1819–1824 годах проходили совещания тайных декабристских обществ","1992"," Фонтанки р. наб./Санкт-Петербург, д. 20 ",59.9406377,30.3410541,"гранит",FALSE,"участвовал в совещании",NA,NA,NA,NA,"7. Federation",1992
"773",773,2805530985,"Тухачевскому М.Н.",NA,"В этом доме с 1928 по 1931 год жил выдающийся советский полководец, Маршал Советского Союза Михаил Николаевич Тухачевский","1966"," Миллионная ул./Санкт-Петербург, д. 19 ",59.9436096,30.3233636,"гранит",FALSE,"жил",NA,NA,NA,NA,"5. Zastoi",1966
"774",774,2805548450,"Тушинскому М.Д.","Михаил Дмитриевич Тушинский","В этом здании работал выдающийся советский клиницист-терапевт Михаил Дмитриевич Тушинский. 1882–1962","1968"," Льва Толстого ул./Санкт-Петербург, д. 4-6 ",59.9657267,30.3140843,"мрамор",FALSE,"работал",1882-01-23,1962-01-06,"мужской пол","Q16708756","5. Zastoi",1968
"775",775,2805555394,"Тынянову Ю.Н.",NA,"В этом доме с 1919 года по 1936 год жил писатель Юрий Николаевич Тынянов","1977"," Греческий пр./Санкт-Петербург, д. 15 ",59.935789,30.367328,"гранит",FALSE,"жил",NA,NA,NA,NA,"5. Zastoi",1977
"776",776,2805555421,"Тютчеву Ф.И.","Фёдор Иванович Тютчев","В этом доме жил и работал выдающийся русский поэт Федор Иванович Тютчев","1983"," Невский пр./Санкт-Петербург, д. 42 ",59.934887,30.3323831,"мрамор",FALSE,"жил и работал",1803-12-05,1873-07-27,"мужской пол","Q37217","5. Zastoi",1983
"777",777,2805548474,"Уголеву А.М.","Уголев, Александр Михайлович","В этом здании с 1960 г. по 1991 г. работал выдающийся ученый-физиолог, академик Александр Михайлович Уголев","1997"," Макарова наб./Санкт-Петербург, д. 6 ",59.944914,30.299759,"мрамор",FALSE,"работал",1926-03-09,1991-11-02,"мужской пол","Q4469042","7. Federation",1997
"778",778,2805529326,"Ульянову А.И.",NA,"В этом здании в 1883–1887 гг. учился русский революционер Александр Ульянов","1987"," Университетская наб./Санкт-Петербург, д. 7 ",59.9402761,30.3010694,"гранит",TRUE,"учился",NA,NA,NA,NA,"6. Perestroika",1987
"779",779,2805529350,"Уншлихту И.С.",NA,"В этом доме жил в 1917 году Иосиф Станиславович Уншлихт(1879–1938), участник польского и российского революционного движения, советский государственный, партийный и военный деятель, член Коммунистической партии с 1900 года, в 1917–1918 годах член исполкома Петросовета и Петроградского Р.В.К.","1989"," Басков пер./Санкт-Петербург, д. 41 ",59.9391952,30.3642314,"гранит",FALSE,"жил",NA,NA,NA,NA,"6. Perestroika",1989
"780",780,2805529368,"Урицкому М.С.","Моисей Соломонович Урицкий","В этом доме жил М.С. Урицкий, первый председатель Петроградской Чрезвычайной Комиссии","1965"," 8-я линия В.О./Санкт-Петербург, д. 9 ",59.9371096,30.2825809,"гранит",FALSE,"жил",1873-01-14,1918-08-30,"мужской пол","Q366790","5. Zastoi",1965
"781",781,2805529397,"Урицкому М.С.","Моисей Соломонович Урицкий","Постановлением Коллегии комиссариата здравоохранения Петроградской трудовой коммуны бывшей Кауфманской общине сестер милосердия в 1918 году присвоено имя Моисея Соломоновича Урицкого, видного деятеля Коммунистической партии, Советского государства, члена ЦК РСДРП, первого председателя Петроградской губернской ЧК",NA," Фонтанки р. наб./Санкт-Петербург, д. 148 ",59.9156204,30.2872448,NA,FALSE,"название в честь",1873-01-14,1918-08-30,"мужской пол","Q366790","Unknown period",NA
