"","human","humanLabel","genderLabel","birthdate","deathdate"
"246","Q9268538","Глеб Николаевич Сперанский","мужской пол","1914-01-01T00:00:00Z","1995-11-06T00:00:00Z"
"247","Q9267925","Жуков, Георгий Сергеевич","мужской пол","1903-01-01T00:00:00Z","1978-06-01T00:00:00Z"
"248","Q9265690","Фанстиль, Сергей Георгиевич","мужской пол","1884-09-29T00:00:00Z","1949-07-12T00:00:00Z"
"249","Q925940","Фалько, Григорий Алексеевич","мужской пол","1987-05-09T00:00:00Z",""
"250","Q9255776","Бихнер, Евгений Александрович","мужской пол","1861-04-01T00:00:00Z","1913-01-01T00:00:00Z"
"251","Q925154","Олег Кимович Васильев","мужской пол","1959-11-22T00:00:00Z",""
"252","Q924927","Головинский, Матвей Васильевич","мужской пол","1865-03-06T00:00:00Z","1920-01-01T00:00:00Z"
"253","Q924605","Виктор Александрович Гартман","мужской пол","1834-05-05T00:00:00Z","1873-08-04T00:00:00Z"
"254","Q9238893","Далькевич, Мечислав Михайлович","мужской пол","1861-01-01T00:00:00Z","1941-01-01T00:00:00Z"
"255","Q923476","Михаил Степанович Воронин","мужской пол","1838-08-02T00:00:00Z","1903-03-05T00:00:00Z"
"256","Q923016","Уайнэнс, Уолтер","мужской пол","1852-04-05T00:00:00Z","1920-08-12T00:00:00Z"
"257","Q922671","Строганов, Павел Александрович","мужской пол","1774-06-06T00:00:00Z","1817-06-22T00:00:00Z"
"258","Q92216","Сигезбек, Иоганн Георг","мужской пол","1686-03-22T00:00:00Z","1755-01-03T00:00:00Z"
"259","Q921496","Сергей Владимирович Шнуров","мужской пол","1973-04-13T00:00:00Z",""
"260","Q921322","Василий Михайлович Алексеев","мужской пол","1881-01-14T00:00:00Z","1951-05-12T00:00:00Z"
"261","Q920828","Соколов, Алексей Владимирович","мужской пол","1979-11-14T00:00:00Z",""
"262","Q9207928","Богомолов, Дмитрий Васильевич","мужской пол","1890-06-16T00:00:00Z","1938-05-07T00:00:00Z"
"263","Q9207392","Смыслов, Денис Александрович","мужской пол","1979-01-05T00:00:00Z",""
"264","Q9207387","Денис Клешнев","мужской пол","1981-05-31T00:00:00Z",""
"265","Q9201365","Конажевский, Даниил Даниилович","мужской пол","1871-08-21T00:00:00Z","1935-04-03T00:00:00Z"
"266","Q9195456","Тихвинская, Мария Световна","женский пол","1970-02-24T00:00:00Z",""
"267","Q91944","Притвиц, Карл Карлович","мужской пол","1797-11-20T00:00:00Z","1881-03-10T00:00:00Z"
"268","Q918647","Николай Николаевич Черепнин","мужской пол","1873-05-15T00:00:00Z","1945-06-26T00:00:00Z"
"269","Q918639","Попов, Гавриил Николаевич","мужской пол","1904-09-12T00:00:00Z","1972-02-17T00:00:00Z"
"270","Q918543","Коротков, Николай Сергеевич","мужской пол","1874-02-26T00:00:00Z","1920-03-14T00:00:00Z"
"271","Q918514","Алексей Григорьевич Разумовский","мужской пол","1709-03-28T00:00:00Z","1771-06-17T00:00:00Z"
"272","Q9184588","Карл Карлович Рейер","мужской пол","1846-11-16T00:00:00Z","1891-01-23T00:00:00Z"
"273","Q9179712","Гембажевский, Бронислав","мужской пол","1872-05-30T00:00:00Z","1941-12-11T00:00:00Z"
"274","Q9176912","Болеслав Русецкий","мужской пол","1824-11-23T00:00:00Z","1913-01-31T00:00:00Z"
"275","Q9176889","Потоцкий, Болеслав Станиславович","мужской пол","1805-03-29T00:00:00Z","1893-11-22T00:00:00Z"
"276","Q9158546","Внуковский, Аполлинарий","мужской пол","1848-07-23T00:00:00Z","1909-05-21T00:00:00Z"
"277","Q91570","Георг Вольфганг Крафт","мужской пол","1701-07-15T00:00:00Z","1754-06-12T00:00:00Z"
"278","Q91552","Альберт Генрихович Цабель","мужской пол","1834-02-22T00:00:00Z","1910-02-16T00:00:00Z"
"279","Q915294","Шальников, Александр Иосифович","мужской пол","1905-05-10T00:00:00Z","1986-09-06T00:00:00Z"
"280","Q9152882","Матушевич, Адам Фаддеевич","мужской пол","1796-04-13T00:00:00Z","1842-05-20T00:00:00Z"
"281","Q9146738","Александра Станиславовна Потоцкая","женский пол","1818-03-26T00:00:00Z","1892-01-06T00:00:00Z"
"282","Q9146513","Фёдорова, Александра Анатольевна","женский пол","1987-02-23T00:00:00Z",""
"283","Q9146449","Виноградов, Александр Дмитриевич (контр-адмирал)","мужской пол","1905-04-23T00:00:00Z","1964-08-28T00:00:00Z"
"284","Q9146378","Пруссак, Александр Федорович","мужской пол","1839-01-01T00:00:00Z","1897-01-20T00:00:00Z"
"285","Q9146293","Буланов, Александр Александрович","мужской пол","1989-12-26T00:00:00Z",""
"286","Q9146081","Слонимский, Александр Леонидович","мужской пол","1881-06-04T00:00:00Z","1964-10-14T00:00:00Z"
"287","Q9146046","Шацкий, Александр Владиславович","мужской пол","1890-01-01T00:00:00Z","1957-01-01T00:00:00Z"
"288","Q9144260","Альберт Оттонович Чечотт","мужской пол","1873-04-13T00:00:00Z","1955-11-03T00:00:00Z"
"289","Q9144028","Беляев, Александр Арсенович","мужской пол","1947-04-12T00:00:00Z",""
"290","Q910206","Николай Николаевич Бекетов","мужской пол","1827-01-13T00:00:00Z","1911-12-13T00:00:00Z"
"291","Q9096502","Пётр Бутков","мужской пол","1775-12-28T00:00:00Z","1857-01-01T00:00:00Z"
"292","Q90849","Палина Роински","женский пол","1985-04-21T00:00:00Z",""
"293","Q905994","Иванов, Владимир Анатольевич","мужской пол","1983-01-25T00:00:00Z",""
"294","Q905537","Илья Иосифович Варшавский","мужской пол","1908-12-14T00:00:00Z","1974-07-04T00:00:00Z"
"295","Q9050179","Железнов, Николай Иванович","мужской пол","1816-10-28T00:00:00Z","1877-01-27T00:00:00Z"
"296","Q901833","Фаворский, Алексей Евграфович","мужской пол","1860-03-03T00:00:00Z","1945-08-08T00:00:00Z"
"297","Q90183","Иван Филиппович Герман","мужской пол","1755-03-14T00:00:00Z","1815-01-31T00:00:00Z"
"298","Q9010178","Иван Владимирович Палибин","мужской пол","1872-04-09T00:00:00Z","1949-09-30T00:00:00Z"
"299","Q89951","Манштейн, Кристоф Герман","мужской пол","1711-09-01T00:00:00Z","1757-06-22T00:00:00Z"
"300","Q899297","Владимир Иванович Палладин","мужской пол","1859-07-23T00:00:00Z","1922-02-03T00:00:00Z"
"301","Q899088","Юсупова, Зинаида Николаевна","женский пол","1861-09-02T00:00:00Z","1939-11-24T00:00:00Z"
"302","Q898347","Нина Георгиевна Романова","женский пол","1901-06-20T00:00:00Z","1974-02-27T00:00:00Z"
"303","Q89421","Юлий Юльевич Клевер","мужской пол","1850-01-31T00:00:00Z","1924-12-24T00:00:00Z"
"304","Q89393","Виктор Ген","мужской пол","1813-10-08T00:00:00Z","1890-03-21T00:00:00Z"
"305","Q893737","Делоне, Борис Николаевич","мужской пол","1890-03-15T00:00:00Z","1980-07-17T00:00:00Z"
"306","Q893733","Борис Моррос","мужской пол","1891-01-01T00:00:00Z","1963-01-08T00:00:00Z"
"307","Q893727","Борис Митавский","мужской пол","1948-08-12T00:00:00Z",""
"308","Q893723","Эйхенбаум, Борис Михайлович","мужской пол","1886-10-16T00:00:00Z","1959-11-24T00:00:00Z"
"309","Q893705","Борис Константинович Шишкин","мужской пол","1886-04-19T00:00:00Z","1963-03-21T00:00:00Z"
"310","Q893689","Райков, Борис Евгеньевич","мужской пол","1880-09-20T00:00:00Z","1966-08-01T00:00:00Z"
"311","Q893687","Борис Яковлевич Владимирцов","мужской пол","1884-07-20T00:00:00Z","1931-08-17T00:00:00Z"
"312","Q893667","Галеркин, Борис Григорьевич","мужской пол","1871-03-04T00:00:00Z","1945-07-12T00:00:00Z"
"313","Q893636","Борис Голицын","мужской пол","1862-03-02T00:00:00Z","1916-05-17T00:00:00Z"
"314","Q893610","Борис Александрович Тураев","мужской пол","1868-08-05T00:00:00Z","1920-06-23T00:00:00Z"
"315","Q89281500","Фёдор Иванович Энгель","мужской пол","1815-10-13T00:00:00Z","1885-04-06T00:00:00Z"
"316","Q891661","Алексей Николаевич Титов","мужской пол","1769-07-23T00:00:00Z","1827-11-20T00:00:00Z"
"317","Q89131445","Софья Сергеевна Лебедева","женский пол","1928-01-01T00:00:00Z","1962-01-01T00:00:00Z"
"318","Q89103035","Павел Христофорович Эйлер","мужской пол","1786-07-10T00:00:00Z","1840-11-23T00:00:00Z"
"319","Q890639","Богомир Корсов","мужской пол","1845-01-01T00:00:00Z","1920-01-01T00:00:00Z"
"320","Q89044585","Щербатова, Прасковья Борисовна","женский пол","1818-01-01T00:00:00Z","1899-06-12T00:00:00Z"
"321","Q88958816","Донец, Григорий Алексеевич","мужской пол","1902-05-16T00:00:00Z","1967-02-28T00:00:00Z"
"322","Q88944302","Прасковья Андреевна Голицына","женский пол","1767-12-30T00:00:00Z","1828-12-23T00:00:00Z"
"323","Q88939518","Агафонов, Максим Андреевич","мужской пол","1983-06-06T00:00:00Z",""
"324","Q888207","Линевич, Николай Петрович","мужской пол","1839-01-05T00:00:00Z","1908-04-23T00:00:00Z"
"325","Q887893","Сергей Кузьмич Вязмитинов","мужской пол","1744-10-18T00:00:00Z","1819-10-27T00:00:00Z"
"326","Q887801","Григорий Григорьевич Гагарин","мужской пол","1810-05-11T00:00:00Z","1893-01-30T00:00:00Z"
"327","Q88770752","Владислав Евгеньевич Лебедько","мужской пол","1966-05-31T00:00:00Z",""
"328","Q887592","Курута, Дмитрий Дмитриевич","мужской пол","1769-01-01T00:00:00Z","1833-03-13T00:00:00Z"
"329","Q887276","Зиганшина, Наталья Камиловна","женский пол","1985-12-24T00:00:00Z",""
"330","Q8862575","Феликс Иванович Кшесинский","мужской пол","1823-02-17T00:00:00Z","1905-07-16T00:00:00Z"
"331","Q88561496","Васильев, Александр Павлович","мужской пол","1925-01-09T00:00:00Z","1981-01-01T00:00:00Z"
"332","Q88383320","Алексей Викторович Ананишнов","мужской пол","1962-11-08T00:00:00Z",""
"333","Q88324055","Дмитриева, Галина Кирилловна","женский пол","1940-01-09T00:00:00Z",""
"334","Q88307008","Новочадов, Владимир Семёнович","мужской пол","1881-03-27T00:00:00Z","1937-12-20T00:00:00Z"
"335","Q88289862","Галай, Роман","мужской пол","1998-08-20T00:00:00Z",""
"336","Q88256492","Котов, Константин Сергеевич","мужской пол","1998-06-25T00:00:00Z",""
"337","Q88067","Отто Бук","мужской пол","1873-11-19T00:00:00Z","1966-01-01T00:00:00Z"
"338","Q878886","Василий III Петрович","мужской пол","1709-01-01T00:00:00Z","1766-01-01T00:00:00Z"
"339","Q877735","Георг Фридрих Шмидт","мужской пол","1712-01-24T00:00:00Z","1775-01-25T00:00:00Z"
"340","Q87769123","Горбунова, Ольга Николаевна","женский пол","1934-11-30T00:00:00Z",""
